movie_id_raw,title,movie_title,year,poster_url,source,source_id,matched_title,updated_at
490,Malice (1993),Malice,1993,https://en.wikipedia.org/wiki/Special:FilePath/Malice.jpg,wikipedia-infobox,2216055,Malice (1993 film),2026-06-20T13:38:02+00:00
491,"Man Without a Face, The (1993)","Man Without a Face, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/Man_without_a_face_movie_poster.jpg,wikipedia-infobox,2682100,The Man Without a Face,2026-06-20T13:38:03+00:00
492,Manhattan Murder Mystery (1993),Manhattan Murder Mystery,1993,https://en.wikipedia.org/wiki/Special:FilePath/Manhattan_Murder_Mystery.png,wikipedia-infobox,1228941,Manhattan Murder Mystery,2026-06-20T13:38:03+00:00
493,Menace II Society (1993),Menace II Society,1993,https://en.wikipedia.org/wiki/Special:FilePath/Menace_II_Society.JPG,wikipedia-infobox,682393,Menace II Society,2026-06-20T13:38:03+00:00
494,Executive Decision (1996),Executive Decision,1996,https://en.wikipedia.org/wiki/Special:FilePath/Executive_decision_ver1.jpg,wikipedia-infobox,67422,Executive Decision,2026-06-20T13:38:03+00:00
495,In the Realm of the Senses (Ai no corrida) (1976),In the Realm of the Senses (Ai no corrida),1976,https://en.wikipedia.org/wiki/Special:FilePath/In_the_Realm_of_the_Senses.jpg,wikipedia-infobox,1134154,In the Realm of the Senses,2026-06-20T20:32:05+00:00
496,What Happened Was... (1994),What Happened Was...,1994,https://en.wikipedia.org/wiki/Special:FilePath/What_Happened_Was.jpg,wikipedia-infobox,12481201,What Happened Was,2026-06-20T13:38:03+00:00
497,Much Ado About Nothing (1993),Much Ado About Nothing,1993,https://en.wikipedia.org/wiki/Special:FilePath/Much_ado_about_nothing_movie_poster.jpg,wikipedia-infobox,1615355,Much Ado About Nothing (1993 film),2026-06-20T13:38:02+00:00
498,Mr. Jones (1993),Mr. Jones,1993,https://en.wikipedia.org/wiki/Special:FilePath/Mr_jones_poster.jpg,wikipedia-infobox,4464025,Mr. Jones (1993 film),2026-06-20T13:38:02+00:00
499,Mr. Wonderful (1993),Mr. Wonderful,1993,https://en.wikipedia.org/wiki/Special:FilePath/Mr._Wonderful_Poster.jpg,wikipedia-infobox,10844001,Mr. Wonderful (film),2026-06-20T13:38:05+00:00
500,Mrs. Doubtfire (1993),Mrs. Doubtfire,1993,https://en.wikipedia.org/wiki/Special:FilePath/Mrs_Doubtfire.jpg,wikipedia-infobox,348737,Mrs. Doubtfire,2026-06-20T13:38:03+00:00
501,Naked (1993),Naked,1993,https://en.wikipedia.org/wiki/Special:FilePath/Naked_poster.jpg,wikipedia-infobox,1705391,Naked (1993 film),2026-06-20T13:38:02+00:00
502,"Next Karate Kid, The (1994)","Next Karate Kid, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/the_next_karate_kid.jpg,wikipedia-infobox,657809,The Next Karate Kid,2026-06-20T13:38:03+00:00
503,"New Age, The (1994)","New Age, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/The_New_Age.jpg,wikipedia-infobox,3371158,The New Age,2026-06-20T13:38:03+00:00
504,No Escape (1994),No Escape,1994,https://en.wikipedia.org/wiki/Special:FilePath/No_escape_poster.jpg,wikipedia-infobox,2430462,No Escape (1994 film),2026-06-20T13:38:02+00:00
505,North (1994),North,1994,https://en.wikipedia.org/wiki/Special:FilePath/Northposter.jpg,wikipedia-infobox,939203,North (1994 film),2026-06-20T13:38:02+00:00
506,Orlando (1993),Orlando,1993,https://en.wikipedia.org/wiki/Special:FilePath/Orlando_film_poster.jpg,wikipedia-infobox,917665,Orlando (film),2026-06-20T13:38:05+00:00
507,"Perfect World, A (1993)","Perfect World, A",1993,https://en.wikipedia.org/wiki/Special:FilePath/A_Perfect_World.jpg,wikipedia-infobox,3555900,A Perfect World,2026-06-20T13:38:04+00:00
508,Philadelphia (1993),Philadelphia,1993,https://en.wikipedia.org/wiki/Special:FilePath/Philadelphia_imp.jpg,wikipedia-infobox,468293,Philadelphia (film),2026-06-20T13:38:05+00:00
509,"Piano, The (1993)","Piano, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/The-piano-poster.jpg,wikipedia-infobox,133688,The Piano,2026-06-20T13:38:04+00:00
510,Poetic Justice (1993),Poetic Justice,1993,https://en.wikipedia.org/wiki/Special:FilePath/Poetic_Justice_%281993_movie_poster%29.jpg,wikipedia-infobox,1962192,Poetic Justice (film),2026-06-20T13:38:02+00:00
511,"Program, The (1993)","Program, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/The_program_movie.jpg,wikipedia-infobox,3475071,The Program (1993 film),2026-06-20T13:38:02+00:00
512,Robert A. Heinlein's The Puppet Masters (1994),Robert A. Heinlein's The Puppet Masters,1994,https://en.wikipedia.org/wiki/Special:FilePath/Thepuppetmastersposter.jpg,wikipedia-search,6135549,The Puppet Masters (film),2026-06-21T05:51:03+00:00
513,Radioland Murders (1994),Radioland Murders,1994,https://en.wikipedia.org/wiki/Special:FilePath/Radiolandposter.jpg,wikipedia-infobox,3017440,Radioland Murders,2026-06-20T13:38:04+00:00
514,"Ref, The (1994)","Ref, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/Ref_ver1.jpg,wikipedia-infobox,1260445,The Ref,2026-06-20T13:38:30+00:00
515,"Remains of the Day, The (1993)","Remains of the Day, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/KazuoIshiguro_TheRemainsOfTheDay.jpg,wikipedia-infobox,133721,The Remains of the Day,2026-06-20T13:38:30+00:00
516,Renaissance Man (1994),Renaissance Man,1994,https://en.wikipedia.org/wiki/Special:FilePath/Renaissance_man_poster.jpg,wikipedia-infobox,307604,Renaissance Man (film),2026-06-20T13:38:32+00:00
517,Rising Sun (1993),Rising Sun,1993,https://en.wikipedia.org/wiki/Special:FilePath/Rising_sun_movie_poster_1993.jpg,wikipedia-infobox,1840870,Rising Sun (1993 film),2026-06-20T13:38:28+00:00
518,"Road to Wellville, The (1994)","Road to Wellville, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/t_c_boyle_road_to_wellville.jpg,wikipedia-infobox,659715,The Road to Wellville,2026-06-20T13:38:30+00:00
519,Robocop 3 (1993),Robocop 3,1993,https://en.wikipedia.org/wiki/Special:FilePath/RoboCop3.jpg,wikipedia-infobox,1940449,RoboCop 3,2026-06-20T13:38:30+00:00
520,Robin Hood: Men in Tights (1993),Robin Hood: Men in Tights,1993,https://en.wikipedia.org/wiki/Special:FilePath/RobinHoodMeninTights_Poster.jpg,wikipedia-infobox,556241,Robin Hood: Men in Tights,2026-06-20T13:38:30+00:00
521,Romeo Is Bleeding (1993),Romeo Is Bleeding,1993,https://en.wikipedia.org/wiki/Special:FilePath/Romeo_is_bleeding_ver2.jpg,wikipedia-infobox,2508308,Romeo Is Bleeding,2026-06-20T13:38:30+00:00
522,Romper Stomper (1992),Romper Stomper,1992,https://en.wikipedia.org/wiki/Special:FilePath/Romper_Stomper_US_poster.jpg,wikipedia-infobox,1376794,Romper Stomper,2026-06-20T13:38:30+00:00
523,Ruby in Paradise (1993),Ruby in Paradise,1993,https://en.wikipedia.org/wiki/Special:FilePath/RubyinParadise.jpg,wikipedia-infobox,2880294,Ruby in Paradise,2026-06-20T13:38:30+00:00
524,Rudy (1993),Rudy,1993,https://en.wikipedia.org/wiki/Special:FilePath/Rudy2.jpg,wikipedia-infobox,286893,Rudy (film),2026-06-20T13:38:32+00:00
525,"Saint of Fort Washington, The (1993)","Saint of Fort Washington, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/The_Saint_of_Fort_Washington.jpeg,wikipedia-infobox,35206078,The Saint of Fort Washington,2026-06-20T13:38:30+00:00
526,"Savage Nights (Nuits fauves, Les) (1992)","Savage Nights (Nuits fauves, Les)",1992,https://en.wikipedia.org/wiki/Special:FilePath/Les_nuits_fauves.jpg,wikipedia-infobox,8454726,Savage Nights,2026-06-20T20:32:05+00:00
527,Schindler's List (1993),Schindler's List,1993,https://en.wikipedia.org/wiki/Special:FilePath/Schindler%27s_List_movie.jpg,wikipedia-infobox,65834,Schindler's List,2026-06-20T13:38:30+00:00
528,"Scout, The (1994)","Scout, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/The_scout_movie_poster_%281994%29.jpg,wikipedia-infobox,2501824,The Scout (1994 film),2026-06-20T13:38:28+00:00
529,Searching for Bobby Fischer (1993),Searching for Bobby Fischer,1993,https://en.wikipedia.org/wiki/Special:FilePath/Searching_for_bobby_fischer.jpg,wikipedia-infobox,573912,Searching for Bobby Fischer,2026-06-20T13:38:30+00:00
530,Second Best (1994),Second Best,1994,https://en.wikipedia.org/wiki/Special:FilePath/Second_Best_1994.jpeg,wikipedia-infobox,9628464,Second Best (1994 film),2026-06-20T13:38:28+00:00
531,"Secret Garden, The (1993)","Secret Garden, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/Secretgarden1993.jpg,wikipedia-infobox,1136182,The Secret Garden (1993 film),2026-06-20T13:38:28+00:00
532,Serial Mom (1994),Serial Mom,1994,https://en.wikipedia.org/wiki/Special:FilePath/Serial_mom.jpg,wikipedia-infobox,294520,Serial Mom,2026-06-20T13:38:30+00:00
533,"Shadow, The (1994)","Shadow, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/Shadowpost.jpg,wikipedia-infobox,5991505,The Shadow (1994 film),2026-06-20T13:38:28+00:00
534,Shadowlands (1993),Shadowlands,1993,https://en.wikipedia.org/wiki/Special:FilePath/Shadowlands_ver2.jpg,wikipedia-infobox,1633134,Shadowlands (1993 film),2026-06-20T13:38:28+00:00
535,Short Cuts (1993),Short Cuts,1993,https://en.wikipedia.org/wiki/Special:FilePath/Shortcutsfilm.jpg,wikipedia-infobox,676038,Short Cuts,2026-06-20T13:38:30+00:00
536,"Simple Twist of Fate, A (1994)","Simple Twist of Fate, A",1994,https://en.wikipedia.org/wiki/Special:FilePath/A_Simple_Twist_of_Fate_%28movie_poster%29.jpg,wikipedia-infobox,4856981,A Simple Twist of Fate,2026-06-20T13:38:30+00:00
537,Sirens (1994),Sirens,1994,https://en.wikipedia.org/wiki/Special:FilePath/Sirensposter.jpg,wikipedia-infobox,1006385,Sirens (1994 film),2026-06-20T13:38:28+00:00
538,Six Degrees of Separation (1993),Six Degrees of Separation,1993,https://en.wikipedia.org/wiki/Special:FilePath/6degreesdvd.jpg,wikipedia-infobox,18698236,Six Degrees of Separation (film),2026-06-20T13:38:32+00:00
539,Sleepless in Seattle (1993),Sleepless in Seattle,1993,https://en.wikipedia.org/wiki/Special:FilePath/Sleepless_in_seattle.jpg,wikipedia-infobox,226198,Sleepless in Seattle,2026-06-20T13:38:30+00:00
540,Sliver (1993),Sliver,1993,https://en.wikipedia.org/wiki/Special:FilePath/Sliver_poster.jpg,wikipedia-infobox,11059900,Sliver (film),2026-06-20T13:38:32+00:00
541,Blade Runner (1982),Blade Runner,1982,https://en.wikipedia.org/wiki/Special:FilePath/Blade_Runner_%281982_poster%29.png,wikipedia-infobox,3746,Blade Runner,2026-06-20T13:38:28+00:00
542,Son in Law (1993),Son in Law,1993,https://en.wikipedia.org/wiki/Special:FilePath/Soninlawcover.jpg,wikipedia-infobox,3779953,Son in Law (film),2026-06-20T13:38:32+00:00
543,So I Married an Axe Murderer (1993),So I Married an Axe Murderer,1993,https://en.wikipedia.org/wiki/Special:FilePath/Axemurderermovieposter.jpg,wikipedia-infobox,212671,So I Married an Axe Murderer,2026-06-20T13:38:30+00:00
544,Striking Distance (1993),Striking Distance,1993,https://en.wikipedia.org/wiki/Special:FilePath/Striking_distance.jpg,wikipedia-infobox,2130880,Striking Distance,2026-06-20T13:38:30+00:00
545,Harlem (1993),Harlem,1993,https://m.media-amazon.com/images/M/MV5BYTgyYTdhNzItYjY5YS00YTg2LTllNzgtODUyZjljNzg0NmFjXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0102749,A Rage in Harlem,2026-06-21T07:25:16+00:00
546,Super Mario Bros. (1993),Super Mario Bros.,1993,https://en.wikipedia.org/wiki/Special:FilePath/SMB_Movie_Poster.jpg,wikipedia-infobox,210860,Super Mario Bros. (film),2026-06-20T13:38:28+00:00
547,Surviving the Game (1994),Surviving the Game,1994,https://en.wikipedia.org/wiki/Special:FilePath/Surviving_the_Game_DVD_cover.jpg,wikipedia-infobox,3417075,Surviving the Game,2026-06-20T13:38:30+00:00
548,Terminal Velocity (1994),Terminal Velocity,1994,https://en.wikipedia.org/wiki/Special:FilePath/TerminalVelocity.jpg,wikipedia-infobox,4139688,Terminal Velocity (film),2026-06-20T13:38:32+00:00
549,Thirty-Two Short Films About Glenn Gould (1993),Thirty-Two Short Films About Glenn Gould,1993,https://en.wikipedia.org/wiki/Special:FilePath/Thirty_two_short_films_about_glenn_gould_poster.jpg,wikipedia-infobox,295972,Thirty Two Short Films About Glenn Gould,2026-06-20T13:38:30+00:00
550,Threesome (1994),Threesome,1994,https://en.wikipedia.org/wiki/Special:FilePath/Threesome_ver1.jpg,wikipedia-infobox,1906889,Threesome (1994 film),2026-06-20T13:38:28+00:00
551,"Nightmare Before Christmas, The (1993)","Nightmare Before Christmas, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/The_nightmare_before_christmas_poster.jpg,wikipedia-infobox,403227,The Nightmare Before Christmas,2026-06-20T13:38:30+00:00
552,"Three Musketeers, The (1993)","Three Musketeers, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/Threemusketeers1993.jpg,wikipedia-infobox,1962913,The Three Musketeers (1993 film),2026-06-20T13:38:28+00:00
553,Tombstone (1993),Tombstone,1993,https://en.wikipedia.org/wiki/Special:FilePath/Tombstoneposter.jpeg,wikipedia-infobox,525113,Tombstone (film),2026-06-20T13:38:28+00:00
554,Trial by Jury (1994),Trial by Jury,1994,https://en.wikipedia.org/wiki/Special:FilePath/Trial_by_Jury_1994_film.jpg,wikipedia-infobox,21586321,Trial by Jury (film),2026-06-20T13:38:32+00:00
555,True Romance (1993),True Romance,1993,https://en.wikipedia.org/wiki/Special:FilePath/True_romance.jpg,wikipedia-infobox,441315,True Romance,2026-06-20T13:38:30+00:00
556,"War Room, The (1993)","War Room, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/The_War_Room_FilmPoster.jpeg,wikipedia-infobox,484876,The War Room,2026-06-20T13:38:30+00:00
557,Mamma Roma (1962),Mamma Roma,1962,https://en.wikipedia.org/wiki/Special:FilePath/Mammaroma.jpg,wikipedia-infobox,3653844,Mamma Roma,2026-06-20T13:38:30+00:00
558,"Pagemaster, The (1994)","Pagemaster, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/Pagemasterthe.jpg,wikipedia-infobox,1266489,The Pagemaster,2026-06-20T13:38:30+00:00
559,"Paris, France (1993)","Paris, France",1993,https://m.media-amazon.com/images/M/MV5BMTgyNzk4Mjk3Nl5BMl5BanBnXkFtZTcwNzIzNjcyMQ@@._V1_.jpg,imdb-suggest,tt0107779,"Paris, France",2026-06-21T06:53:19+00:00
560,"Beans of Egypt, Maine, The (1994)","Beans of Egypt, Maine, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/The_Beans_of_Egypt%2C_Maine.jpg,wikipedia-infobox,46959276,"The Beans of Egypt, Maine",2026-06-20T13:38:30+00:00
561,Killer (Bulletproof Heart) (1994),Killer (Bulletproof Heart),1994,https://en.wikipedia.org/wiki/Special:FilePath/Bulletproof_Heart_poster.jpg,wikipedia-infobox,56783686,Bulletproof Heart (film),2026-06-20T20:32:03+00:00
562,Welcome to the Dollhouse (1995),Welcome to the Dollhouse,1995,https://en.wikipedia.org/wiki/Special:FilePath/Welcome_to_the_Dollhouse_film_poster.png,wikipedia-infobox,2298338,Welcome to the Dollhouse,2026-06-20T13:38:30+00:00
563,Germinal (1993),Germinal,1993,https://en.wikipedia.org/wiki/Special:FilePath/Germinal93.jpg,wikipedia-infobox,15708208,Germinal (1993 film),2026-06-20T13:38:28+00:00
564,Chasers (1994),Chasers,1994,https://en.wikipedia.org/wiki/Special:FilePath/Chasersposter.jpg,wikipedia-infobox,14794717,Chasers,2026-06-20T13:38:30+00:00
565,Cronos (1992),Cronos,1992,https://en.wikipedia.org/wiki/Special:FilePath/Cronos.jpg,wikipedia-infobox,3080704,Cronos (film),2026-06-20T13:38:32+00:00
566,Naked in New York (1994),Naked in New York,1994,https://en.wikipedia.org/wiki/Special:FilePath/Nakedinnewyork.jpg,wikipedia-infobox,5203014,Naked in New York,2026-06-20T13:38:30+00:00
567,Kika (1993),Kika,1993,https://en.wikipedia.org/wiki/Special:FilePath/Kika_1993_film_poster.png,wikipedia-infobox,4525379,Kika (1993 film),2026-06-20T13:38:29+00:00
568,Bhaji on the Beach (1993),Bhaji on the Beach,1993,https://en.wikipedia.org/wiki/Special:FilePath/Bhaji_on_the_Beach_VHS_cover.jpg,wikipedia-infobox,2711882,Bhaji on the Beach,2026-06-20T13:38:30+00:00
569,Little Big League (1994),Little Big League,1994,https://en.wikipedia.org/wiki/Special:FilePath/MPW-7352.jpg,wikipedia-infobox,3032135,Little Big League,2026-06-20T13:38:30+00:00
570,"Slingshot, The (Kådisbellan ) (1993)","Slingshot, The (Kådisbellan )",1993,https://en.wikipedia.org/wiki/Special:FilePath/The_Slingshot_Poster.jpg,wikipedia-infobox,36212588,The Slingshot (film),2026-06-20T20:32:06+00:00
571,"Wedding Gift, The (1994)","Wedding Gift, The",1994,https://m.media-amazon.com/images/M/MV5BZWIwN2RkYzUtYzdjMy00MDc4LTg4NzAtMTNiZTczOTE4NjgxXkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt4186242,The Wedding Gift,2026-06-21T07:25:16+00:00
572,Foreign Student (1994),Foreign Student,1994,https://en.wikipedia.org/wiki/Special:FilePath/Foreign_Student_poster.jpg,wikipedia-infobox,47256610,Foreign Student,2026-06-20T13:38:30+00:00
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)","Ciao, Professore! (Io speriamo che me la cavo )",1993,https://m.media-amazon.com/images/M/MV5BYjdmYmU2YTktYTA5Ny00ZGNjLTg0MTItZTcxNDZmZWM2NzQ0XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0107225,"Ciao, Professore!",2026-06-21T07:25:17+00:00
574,Spanking the Monkey (1994),Spanking the Monkey,1994,https://en.wikipedia.org/wiki/Special:FilePath/Spanking_the_monkey_ver1.jpg,wikipedia-infobox,464724,Spanking the Monkey,2026-06-20T13:38:30+00:00
575,"Little Rascals, The (1994)","Little Rascals, The",1994,https://en.wikipedia.org/wiki/Special:FilePath/Little_rascals_ver2.jpg,wikipedia-infobox,1210091,The Little Rascals (film),2026-06-20T13:38:29+00:00
576,Fausto (1993),Fausto,1993,https://en.wikipedia.org/wiki/Special:FilePath/Fausto_2018_poster.jpg,wikipedia-infobox,Q85760658,Fausto,2026-06-20T13:40:37+00:00
577,Andre (1994),Andre,1994,https://en.wikipedia.org/wiki/Special:FilePath/Andre_%28film%29.jpg,wikipedia-infobox,4419809,Andre (film),2026-06-20T13:38:32+00:00
578,"Hour of the Pig, The (1993)","Hour of the Pig, The",1993,https://en.wikipedia.org/wiki/Special:FilePath/Theadvocateposter.jpg,wikipedia-infobox,5629983,The Hour of the Pig,2026-06-20T13:38:30+00:00
579,"Scorta, La (1993)","Scorta, La",1993,https://en.wikipedia.org/wiki/Special:FilePath/The_Escort_FilmPoster.jpeg,wikipedia-search,24057387,The Escort (1993 film),2026-06-21T05:53:03+00:00
580,Princess Caraboo (1994),Princess Caraboo,1994,https://en.wikipedia.org/wiki/Special:FilePath/Illustration_facing_page_44%2C_Devonshire_Characters_and_Strange_Events.png,wikipedia-infobox,217514,Princess Caraboo,2026-06-20T13:38:31+00:00
581,"Celluloid Closet, The (1995)","Celluloid Closet, The",1995,https://en.wikipedia.org/wiki/Special:FilePath/The-celluloid-closet-movie-poster-1996-1020203535.jpg,wikipedia-infobox,2069950,The Celluloid Closet (film),2026-06-20T13:38:32+00:00
582,Metisse (Café au Lait) (1993),Metisse (Café au Lait),1993,https://en.wikipedia.org/wiki/Special:FilePath/metisse.jpg,wikipedia-search,48890224,Métisse (film),2026-06-21T05:53:07+00:00
583,Dear Diary (Caro Diario) (1994),Dear Diary (Caro Diario),1994,https://m.media-amazon.com/images/M/MV5BZWE1YzNlMmEtZGQwYy00YTFlLTk5NzQtZDJlZDdiMmM3OTE3XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0109382,Dear Diary,2026-06-21T07:25:17+00:00
584,I Don't Want to Talk About It (De eso no se habla) (1993),I Don't Want to Talk About It (De eso no se habla),1993,https://en.wikipedia.org/wiki/Special:FilePath/De_Eso_no_Se_Habla_film_poster.jpg,wikipedia-infobox,22256208,I Don't Want to Talk About It (film),2026-06-20T20:32:06+00:00
585,"Brady Bunch Movie, The (1995)","Brady Bunch Movie, The",1995,https://en.wikipedia.org/wiki/Special:FilePath/Brady_bunch_movie_poster.jpg,wikipedia-infobox,2158983,The Brady Bunch Movie,2026-06-20T13:38:31+00:00
586,Home Alone (1990),Home Alone,1990,https://en.wikipedia.org/wiki/Special:FilePath/Home_alone_poster.jpg,wikipedia-infobox,216072,Home Alone,2026-06-20T13:38:31+00:00
587,Ghost (1990),Ghost,1990,https://en.wikipedia.org/wiki/Special:FilePath/Ghost_%281990_movie_poster%29.jpg,wikipedia-infobox,129619,Ghost (1990 film),2026-06-20T13:38:29+00:00
588,Aladdin (1992),Aladdin,1992,https://en.wikipedia.org/wiki/Special:FilePath/Aladdin_golden_films.jpg,wikipedia-infobox,Q4705489,Aladdin,2026-06-20T13:40:37+00:00
589,Terminator 2: Judgment Day (1991),Terminator 2: Judgment Day,1991,https://en.wikipedia.org/wiki/Special:FilePath/Terminator_2-Judgment_Day.png,wikipedia-infobox,34344124,Terminator 2: Judgment Day,2026-06-20T13:38:31+00:00
590,Dances with Wolves (1990),Dances with Wolves,1990,https://en.wikipedia.org/wiki/Special:FilePath/Dances_with_Wolves_poster.jpg,wikipedia-infobox,129585,Dances With Wolves,2026-06-20T13:38:31+00:00
591,Tough and Deadly (1995),Tough and Deadly,1995,https://m.media-amazon.com/images/M/MV5BYzE5Mzg3N2ItOTE2NC00N2I3LTk2YWEtYTE4NzM4YzgwYzQ2XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0114706,Tough and Deadly,2026-06-21T06:53:25+00:00
592,Batman (1989),Batman,1989,https://en.wikipedia.org/wiki/Special:FilePath/Batman_ver2.jpg,wikipedia-infobox,4726,Batman (1989 film),2026-06-20T13:38:29+00:00
593,"Silence of the Lambs, The (1991)","Silence of the Lambs, The",1991,https://en.wikipedia.org/wiki/Special:FilePath/The_Silence_of_the_Lambs_poster.jpg,wikipedia-infobox,30006,The Silence of the Lambs (film),2026-06-20T13:38:32+00:00
594,Snow White and the Seven Dwarfs (1937),Snow White and the Seven Dwarfs,1937,https://en.wikipedia.org/wiki/Special:FilePath/Snow_White_and_the_Seven_Dwarfs_%28Style_B%29_poster.jpg,wikipedia-infobox,76361,Snow White and the Seven Dwarfs (1937 film),2026-06-20T18:36:30+00:00
595,Beauty and the Beast (1991),Beauty and the Beast,1991,https://en.wikipedia.org/wiki/Special:FilePath/Beauty_and_the_Beast_%281991_film%29_poster.jpg,wikipedia-infobox,133462,Beauty and the Beast (1991 film),2026-06-20T18:36:30+00:00
596,Pinocchio (1940),Pinocchio,1940,https://en.wikipedia.org/wiki/Special:FilePath/Pinocchio-1940-poster.jpg,wikipedia-infobox,187010,Pinocchio (1940 film),2026-06-20T18:36:30+00:00
597,Pretty Woman (1990),Pretty Woman,1990,https://en.wikipedia.org/wiki/Special:FilePath/Pretty_woman_movie.jpg,wikipedia-infobox,156745,Pretty Woman,2026-06-20T18:36:30+00:00
598,Window to Paris (1994),Window to Paris,1994,https://m.media-amazon.com/images/M/MV5BMTliOTZkNmEtMDdmYS00ZGY1LWJhNDgtY2ZhYTE4YjQ2MjY3XkEyXkFqcGc@._V1_.jpg,imdb-suggest,tt0110719,Window to Paris,2026-06-21T07:25:17+00:00
599,"Wild Bunch, The (1969)","Wild Bunch, The",1969,https://en.wikipedia.org/wiki/Special:FilePath/The_Wild_Bunch.JPG,wikipedia-infobox,76630,The Wild Bunch,2026-06-20T18:36:31+00:00
600,Love and a .45 (1994),Love and a .45,1994,https://en.wikipedia.org/wiki/Special:FilePath/Loveanda45.jpg,wikipedia-infobox,5647190,Love and a .45,2026-06-20T18:36:31+00:00
601,"Wooden Man's Bride, The (Wu Kui) (1994)","Wooden Man's Bride, The (Wu Kui)",1994,https://en.wikipedia.org/wiki/Special:FilePath/Wooden_Man%27s_Bride.jpg,wikipedia-infobox,22915257,The Wooden Man's Bride,2026-06-20T20:32:06+00:00
602,"Great Day in Harlem, A (1994)","Great Day in Harlem, A",1994,https://en.wikipedia.org/wiki/Special:FilePath/AGreatDayInHarlem1994Cover.jpg,wikipedia-infobox,20312033,A Great Day in Harlem (film),2026-06-20T18:37:03+00:00
603,"Bye Bye, Love (1995)","Bye Bye, Love",1995,https://en.wikipedia.org/wiki/Special:FilePath/Bye_bye_love.jpg,wikipedia-search,11841381,Bye Bye Love (film),2026-06-21T05:55:10+00:00
605,One Fine Day (1996),One Fine Day,1996,https://en.wikipedia.org/wiki/Special:FilePath/One_Fine_Day_%281996_film%29_poster.jpg,wikipedia-infobox,2423462,One Fine Day (1996 film),2026-06-20T18:36:33+00:00
606,Candyman: Farewell to the Flesh (1995),Candyman: Farewell to the Flesh,1995,https://en.wikipedia.org/wiki/Special:FilePath/Candyman_farewell_to_the_flesh_poster.jpg,wikipedia-infobox,5106720,Candyman: Farewell to the Flesh,2026-06-20T18:37:02+00:00
607,Century (1993),Century,1993,https://en.wikipedia.org/wiki/Special:FilePath/Century_%28film%29.jpg,wikipedia-infobox,1693851,Century (film),2026-06-20T18:36:33+00:00
608,Fargo (1996),Fargo,1996,https://en.wikipedia.org/wiki/Special:FilePath/Fargo.jpg,wikipedia-infobox,142430,Fargo (1996 film),2026-06-20T18:36:33+00:00
609,Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco,1996,https://en.wikipedia.org/wiki/Special:FilePath/Homeward_bound_ii_lost_in_san_francisco.jpg,wikipedia-infobox,5207131,Homeward Bound II: Lost in San Francisco,2026-06-20T18:37:02+00:00
610,Heavy Metal (1981),Heavy Metal,1981,https://en.wikipedia.org/wiki/Special:FilePath/Heavy_Metal_%281981%29.jpg,wikipedia-infobox,155303,Heavy Metal (film),2026-06-20T18:37:03+00:00
611,Hellraiser: Bloodline (1996),Hellraiser: Bloodline,1996,https://en.wikipedia.org/wiki/Special:FilePath/Hellraiser_bloodline_ver2.jpg,wikipedia-infobox,3745404,Hellraiser: Bloodline,2026-06-20T18:37:02+00:00
612,"Pallbearer, The (1996)","Pallbearer, The",1996,https://en.wikipedia.org/wiki/Special:FilePath/Pallbearer_poster.jpg,wikipedia-infobox,2216294,The Pallbearer,2026-06-20T18:37:02+00:00
613,Jane Eyre (1996),Jane Eyre,1996,https://en.wikipedia.org/wiki/Special:FilePath/Jane_eyre_ver1.jpg,wikipedia-infobox,2648735,Jane Eyre (1996 film),2026-06-20T18:36:33+00:00
614,Loaded (1994),Loaded,1994,https://m.media-amazon.com/images/M/MV5BMTYyNzA2MzY2NF5BMl5BanBnXkFtZTcwNDY5NTUyMQ@@._V1_.jpg,imdb-suggest,tt0110374,Loaded,2026-06-21T07:05:04+00:00
615,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,https://m.media-amazon.com/images/M/MV5BMjAyNDY5NDEwOV5BMl5BanBnXkFtZTcwMjY0ODYyMQ@@._V1_.jpg,imdb-suggest,nm0144657,Dan Castellaneta,2026-06-21T07:05:05+00:00
